Name,Academic Press,Conflict Resolution,Course Clarity,Cultural Awareness and Inclusive Classroom Instruction,Guidance,Inclusive Leadership,Personal Attention and Support,Preventing Bullying,Safety,Social Emotional,Student-Student Trust,Student-Teacher Trust,system_code,fiscal_year,location_code,location_name,BEDS,Managed_by_name,location_type_description,Location_Category_Description,Grades_text,Grades_final_text,open_date,Status_descriptions,Primary_building_code,primary_address_line_1,State_code,X_COORDINATE,Y_COORDINATE,LONGITUDE,LATITUDE,Community_district,Council-district,Census_tract,Borough_block_lot,NTA,NTA_Name,Principal_Name,Principal_title,Principal_phone_number,fax_number,Geographical_District_code,Administrative_District_Code,Administrative_District_Name,community_school_sup_name,Tier_3_Support_Location_Name,Tier_3_Support_Leader_Name,Tier_2_Support_Location_Name,HighSchool_Network_Location_Code,HighSchool_Network_Name,HighSchool_Network_Superintendent,Community_district 1,Police_precinct,Simple_Name
21K468 - Kingsborough Early College School,66.0,75.0,72.0,84.0,81.0,87.0,67.0,55.0,82.0,57.0,67.0,82.0,21K468,2020,K468,Kingsborough Early College School,332100011468,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",2006-07-01T00:00:00.000,Open,K400,2630 BENSON AVENUE,NY,988051.0,155333.0,-73.986313,40.593028,313.0,47.0,30600.0,3068830001.0,BK26,Gravesend,Tracee Murren,Principal,718-333-7850,718-333-7875,21,21,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 1- Affinity Group,HS03,HS Network 03 Superintendent Office,"WALSH, FRED",313.0,60.0,21
21K525 - Edward R. Murrow High School,66.0,74.0,75.0,83.0,77.0,81.0,62.0,63.0,81.0,56.0,81.0,80.0,21K525,2020,K525,Edward R. Murrow High School,332100011525,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1974-07-01T00:00:00.000,Open,K525,1600 AVENUE L,NY,995593.0,165042.0,-73.959141,40.619671,314.0,44.0,76800.0,3067340109.0,BK43,Midwood,Allen Barge,Principal,718-258-9283,718-252-2611,21,21,,,NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 1- Brooklyn South,HS06,HS Network 06 Superintendent Office,"PRAYOR, MICHAEL",314.0,70.0,21
21K540 - John Dewey High School,66.0,81.0,72.0,85.0,80.0,86.0,65.0,66.0,80.0,62.0,81.0,84.0,21K540,2020,K540,John Dewey High School,332100011540,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1969-07-01T00:00:00.000,Open,K540,50 AVENUE X,NY,989270.0,153527.0,-73.981925,40.58807,313.0,47.0,30800.0,3071850020.0,BK26,Gravesend,CONNIE HAMILTON,Principal,718-373-6400,718-266-4385,21,21,,,NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 1- Brooklyn South,HS06,HS Network 06 Superintendent Office,"PRAYOR, MICHAEL",313.0,60.0,21
21K559 - Life Academy High School for Film and Music,55.0,81.0,56.0,77.0,73.0,82.0,56.0,76.0,81.0,59.0,74.0,78.0,21K559,2020,K559,Life Academy High School for Film and Music,332100011559,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2007-07-01T00:00:00.000,Open,K400,2630 BENSON AVENUE,NY,988051.0,155333.0,-73.986313,40.593028,313.0,47.0,30600.0,3068830001.0,BK26,Gravesend,Eugenia Kelch,Principal,718-333-7750,718-333-7775,21,21,,,NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 1- Brooklyn South,HS06,HS Network 06 Superintendent Office,"PRAYOR, MICHAEL",313.0,60.0,21
21K572 - Leaders High School,73.0,85.0,76.0,88.0,86.0,93.0,74.0,65.0,85.0,65.0,81.0,87.0,21K572,2020,K572,Leaders High School,332100011572,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2007-07-01T00:00:00.000,Open,K400,2630 BENSON AVENUE,NY,988051.0,155333.0,-73.986313,40.593028,313.0,47.0,30600.0,3068830001.0,BK26,Gravesend,Thomas Mullen,Principal,718-333-7700,718-333-7725,21,21,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 5- Affinity Group,HS12,H.S. Network 12 Superintendent Office,"Cheng, Alan",313.0,60.0,21
21K620 - William E. Grady Career and Technical Education High School,60.0,77.0,65.0,80.0,77.0,85.0,63.0,58.0,80.0,58.0,71.0,79.0,21K620,2020,K620,William E. Grady Career and Technical Education Hi,332100011620,DOE,Career Technical,High school,"09,10,11,12,SE","09,10,11,12",1957-07-01T00:00:00.000,Open,K620,25 BRIGHTON  4TH ROAD,NY,994315.0,151777.0,-73.963764,40.583263,313.0,48.0,36600.0,3072610201.0,BK19,Brighton Beach,Tarah Montalbano,Principal,718-332-5000,718-332-2544,21,21,,,NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 1- Brooklyn South,HS06,HS Network 06 Superintendent Office,"PRAYOR, MICHAEL",313.0,60.0,21
21K690 - Brooklyn Studio Secondary School,62.0,74.0,68.0,80.0,81.0,78.0,63.0,57.0,81.0,57.0,68.0,80.0,21K690,2020,K690,Brooklyn Studio Secondary School,332100011690,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",1999-07-01T00:00:00.000,Open,K721,8310 21ST AVENUE,NY,985615.0,159687.0,-73.995084,40.60498,311.0,47.0,28800.0,3063290032.0,BK28,Bensonhurst West,ANDREA CILIOTTA,Principal,718-266-5032,718-266-5093,21,21,,,NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 1- Brooklyn South,HS06,HS Network 06 Superintendent Office,"PRAYOR, MICHAEL",311.0,62.0,21
21K728 - Liberation Diploma Plus,98.0,100.0,99.0,100.0,100.0,100.0,98.0,98.0,95.0,94.0,99.0,100.0,21K728,2020,K728,Liberation Diploma Plus,332100011728,DOE,Transfer School,High school,"09,10,11,12","09,10,11,12",2007-07-01T00:00:00.000,Open,K728,2865 WEST 19TH STREET,NY,988302.0,149485.0,-73.985413,40.576976,313.0,47.0,32600.0,3070200039.0,BK21,Seagate-Coney Island,APRIL LEONG,Principal,718-946-6812,718-946-6825,21,21,,,NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 1- Brooklyn South,HS10,HS Network 10 Superintendent Office,"ROTONDO, PAUL",313.0,60.0,21
22K014 - J.H.S. 014 Shell Bank,61.0,63.0,64.0,77.0,79.0,72.0,60.0,50.0,70.0,57.0,53.0,75.0,22K014,2020,K014,J.H.S. 014 Shell Bank,332200010014,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1952-07-01T00:00:00.000,Open,K014,2424 BATCHELDER STREET,NY,1001439.0,155413.0,-73.938107,40.593232,315.0,48.0,59600.0,3074240001.0,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Teri Ahearn,I.A. Principal,718-743-0220,718-769-8632,22,22,COMMUNITY SCHOOL DISTRICT 22,"BOVE, JULIA",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 6- Brooklyn South,,,,315.0,61.0,22
22K078 - J.H.S. 078 Roy H. Mann,69.0,85.0,76.0,86.0,92.0,88.0,68.0,65.0,81.0,63.0,71.0,82.0,22K078,2020,K078,J.H.S. 078 Roy H. Mann,332200010078,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1964-07-01T00:00:00.000,Open,K078,1420 EAST  68 STREET,NY,1008426.0,165367.0,-73.912914,40.620537,318.0,46.0,69602.0,3083880002.0,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,Anthony Cusumano,Principal,718-763-4701,718-251-3439,22,22,COMMUNITY SCHOOL DISTRICT 22,"BOVE, JULIA",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 6- Brooklyn South,,,,318.0,63.0,22
22K109 - P.S. 109,63.0,69.0,71.0,82.0,80.0,84.0,64.0,49.0,76.0,63.0,56.0,76.0,22K109,2020,K109,P.S. 109,332200010109,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",1995-09-08T00:00:00.000,Open,K395,1001 EAST  45 STREET,NY,1002818.0,170938.0,-73.933099,40.635842,317.0,45.0,83600.0,3050220002.0,BK91,East Flatbush-Farragut,Kerdy Bertrand,Principal,718-693-3426,718-693-3072,22,22,COMMUNITY SCHOOL DISTRICT 22,"BOVE, JULIA",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 6- Brooklyn South,,,,317.0,67.0,22
22K109 - P.S. 109,63.0,69.0,71.0,82.0,80.0,84.0,64.0,49.0,76.0,63.0,56.0,76.0,22K109,2020,K109,P.S. 109,332200010109,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",1995-09-08T00:00:00.000,Open,K395,1001 EAST  45 STREET,NY,1002818.0,170938.0,-73.933099,40.635842,317.0,45.0,83600.0,3050220002.0,BK91,East Flatbush-Farragut,Kerdy Bertrand,Principal,718-693-3426,718-693-3072,22,22,COMMUNITY SCHOOL DISTRICT 22,"BOVE, JULIA",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 6- Brooklyn South,,,,317.0,67.0,22
22K206 - P.S. 206 Joseph F Lamb,61.0,69.0,71.0,80.0,79.0,83.0,62.0,52.0,78.0,57.0,60.0,79.0,22K206,2020,K206,P.S. 206 Joseph F Lamb,332200010206,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",1925-07-01T00:00:00.000,Open,K206,2200 GRAVESEND NECK ROAD,NY,998565.0,156739.0,-73.948453,40.596876,315.0,48.0,59401.0,3073810201.0,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Ellen Quigley,Principal,718-743-5598,718-332-4986,22,22,COMMUNITY SCHOOL DISTRICT 22,"BOVE, JULIA",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 6- Brooklyn South,,,,315.0,61.0,22
22K207 - P.S. 207 Elizabeth G. Leary,71.0,79.0,81.0,84.0,84.0,78.0,69.0,56.0,85.0,58.0,69.0,81.0,22K207,2020,K207,P.S. 207 Elizabeth G. Leary,332200010207,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",1926-07-01T00:00:00.000,Open,K207,4011 FILLMORE AVENUE,NY,1003550.0,162974.0,-73.930485,40.613981,318.0,46.0,65200.0,3084840001.0,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,Neil Mcneill,Principal,718-645-8667,718-645-8139,22,22,COMMUNITY SCHOOL DISTRICT 22,"BOVE, JULIA",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 6- Brooklyn South,,,,318.0,63.0,22
22K234 - J.H.S. 234 Arthur W. Cunningham,62.0,70.0,68.0,78.0,82.0,74.0,57.0,53.0,75.0,52.0,60.0,72.0,22K234,2020,K234,J.H.S. 234 Arthur W. Cunningham,332200010234,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1937-07-01T00:00:00.000,Open,K234,1875 EAST  17 STREET,NY,996685.0,159496.0,-73.955217,40.604447,315.0,48.0,55800.0,3068210244.0,BK44,Madison,Tami Flynn,Principal,718-645-1334,718-645-7759,22,22,COMMUNITY SCHOOL DISTRICT 22,"BOVE, JULIA",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 6- Brooklyn South,,,,315.0,61.0,22
22K240 - Andries Hudde,63.0,65.0,63.0,78.0,79.0,75.0,60.0,40.0,65.0,52.0,47.0,71.0,22K240,2020,K240,Andries Hudde,332200010240,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1951-07-01T00:00:00.000,Open,K240,2500 NOSTRAND AVENUE,NY,999008.0,166544.0,-73.946836,40.623788,314.0,45.0,74800.0,3076290030.0,BK43,Midwood,Anya Munce,Principal,718-253-3700,718-253-0356,22,22,COMMUNITY SCHOOL DISTRICT 22,"BOVE, JULIA",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 6- Brooklyn South,,,,314.0,70.0,22
22K278 - J.H.S. 278 Marine Park,55.0,54.0,62.0,70.0,70.0,67.0,53.0,30.0,59.0,48.0,42.0,67.0,22K278,2020,K278,J.H.S. 278 Marine Park,332200010278,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1957-07-01T00:00:00.000,Open,K278,1925 STUART STREET,NY,1001265.0,160336.0,-73.938721,40.606745,315.0,46.0,66600.0,3084960100.0,BK99,park-cemetery-etc-Brooklyn,Kerri Moser,Principal,718-375-3523,718-998-7324,22,22,COMMUNITY SCHOOL DISTRICT 22,"BOVE, JULIA",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 6- Brooklyn South,,,,315.0,61.0,22
22K381 - I. S. 381,63.0,65.0,68.0,80.0,82.0,80.0,62.0,44.0,65.0,55.0,48.0,77.0,22K381,2020,K381,I. S. 381,332200010381,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1999-07-01T00:00:00.000,Open,K240,2500 NOSTRAND AVENUE,NY,999008.0,166544.0,-73.946836,40.623788,314.0,45.0,74800.0,3076290030.0,BK43,Midwood,Victoria Hippolyte Agard,Principal,718-338-1534,718-338-2794,22,22,COMMUNITY SCHOOL DISTRICT 22,"BOVE, JULIA",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 6- Brooklyn South,,,,314.0,70.0,22
22K405 - Midwood High School,69.0,81.0,71.0,82.0,76.0,82.0,60.0,67.0,82.0,53.0,84.0,81.0,22K405,2020,K405,Midwood High School,332200011405,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1940-07-01T00:00:00.000,Open,K405,2839 BEDFORD AVENUE,NY,997474.0,169837.0,-73.952356,40.632829,314.0,45.0,77200.0,3075530041.0,BK42,Flatbush,Michael Mcdonnell,Principal,718-724-8500,718-724-8515,22,22,,,NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 1- Brooklyn South,HS06,HS Network 06 Superintendent Office,"PRAYOR, MICHAEL",314.0,70.0,22
22K425 - James Madison High School,68.0,80.0,73.0,84.0,84.0,87.0,66.0,63.0,84.0,60.0,80.0,83.0,22K425,2020,K425,James Madison High School,332200011425,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1925-07-01T00:00:00.000,Open,K425,3787 BEDFORD AVENUE,NY,998782.0,161702.0,-73.947661,40.610499,315.0,48.0,64200.0,3067880001.0,BK44,Madison,Jodie Cohen,Principal,718-758-7200,718-758-7341,22,22,,,NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 1- Brooklyn South,HS06,HS Network 06 Superintendent Office,"PRAYOR, MICHAEL",315.0,61.0,22
22K535 - Leon M. Goldstein High School for the Sciences,64.0,68.0,72.0,79.0,72.0,83.0,58.0,60.0,82.0,54.0,75.0,80.0,22K535,2020,K535,Leon M. Goldstein High School for the Sciences,332200011535,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2002-07-01T00:00:00.000,Open,K535,1830 SHORE BOULEVARD,NY,1002459.0,149994.0,-73.934449,40.578356,315.0,48.0,61600.0,3087600060.0,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Scott Hughes,Principal,718-368-8500,718-368-8555,22,22,,,NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 1- Brooklyn South,HS06,HS Network 06 Superintendent Office,"PRAYOR, MICHAEL",315.0,61.0,22
22K555 - Brooklyn College Academy,68.0,74.0,71.0,80.0,84.0,76.0,62.0,63.0,80.0,53.0,72.0,77.0,22K555,2020,K555,Brooklyn College Academy,332200011555,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",1999-07-01T00:00:00.000,Open,K917,350 CONEY ISLAND AVENUE,NY,991933.0,175746.0,-73.972312,40.649055,307.0,39.0,50400.0,3053220069.0,BK40,Windsor Terrace,Shernell Thomas Daley,Principal,718-853-6184,718-853-6356,15,22,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 1- Affinity Group,HS03,HS Network 03 Superintendent Office,"WALSH, FRED",307.0,72.0,22
22K611 - Origins High School,61.0,74.0,70.0,84.0,76.0,83.0,66.0,61.0,76.0,61.0,73.0,80.0,22K611,2020,K611,Origins High School,332200011611,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2013-07-01T00:00:00.000,Open,K495,3000 AVENUE X,NY,1001848.0,155386.0,-73.936635,40.593157,315.0,48.0,62600.0,3074250002.0,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,John Banks,Principal,718-891-0037,718-891-0047,22,22,,,NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 1- Brooklyn South,HS06,HS Network 06 Superintendent Office,"PRAYOR, MICHAEL",315.0,61.0,22
22K630 - Professional Pathways High School,71.0,86.0,82.0,88.0,91.0,95.0,82.0,86.0,89.0,73.0,84.0,89.0,22K630,2020,K630,Professional Pathways High School,332200011630,DOE,Transfer School,High school,"09,10,11,12","09,10,11,12",2013-07-01T00:00:00.000,Open,K495,3000 AVENUE X,NY,1001848.0,155386.0,-73.936635,40.593157,315.0,48.0,62600.0,3074250002.0,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,David Decamp,Principal,718-332-6290,718-332-6296,22,22,,,NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 1- Brooklyn South,HS10,HS Network 10 Superintendent Office,"ROTONDO, PAUL",315.0,61.0,22
22K890 - M.S. 890,72.0,80.0,78.0,86.0,90.0,89.0,75.0,66.0,87.0,65.0,71.0,85.0,22K890,2020,K890,M.S. 890,332200010890,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",2017-07-01T00:00:00.000,Open,K338,21 HINCKLEY PLACE,NY,992295.0,174218.0,-73.97101,40.644861,312.0,40.0,49200.0,3053420006.0,BK41,Kensington-Ocean Parkway,NICHOLAS FRANGELLA,Principal,929-397-9200,929-397-9205,15,22,COMMUNITY SCHOOL DISTRICT 22,"BOVE, JULIA",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 6- Brooklyn South,,,,312.0,66.0,22
23K155 - P.S./ I.S. 155 Nicholas Herkimer,65.0,68.0,69.0,79.0,79.0,70.0,66.0,58.0,68.0,57.0,62.0,74.0,23K155,2020,K155,P.S./ I.S. 155 Nicholas Herkimer,332300010155,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",1908-07-01T00:00:00.000,Open,K155,1355 HERKIMER STREET,NY,1009579.0,186170.0,-73.908682,40.677634,316.0,37.0,36900.0,3015520043.0,BK79,Ocean Hill,MICHELLE MANNS,Principal,718-240-4340,718-345-9064,23,23,COMMUNITY SCHOOL DISTRICT 23,"PATE, MIATHERESA",NYCDOE Borough Office - Brooklyn North,,School Support Team 7- Brooklyn North,,,,316.0,73.0,23
23K178 - P.S. 178 Saint Clair Mckelway,72.0,77.0,74.0,86.0,85.0,83.0,70.0,47.0,80.0,60.0,58.0,86.0,23K178,2020,K178,P.S. 178 Saint Clair Mckelway,332300010178,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",1915-07-01T00:00:00.000,Open,K178,2163 DEAN STREET,NY,1007734.0,185347.0,-73.915337,40.67538,316.0,41.0,30300.0,3014400056.0,BK79,Ocean Hill,Loren Cooper,I.A. Principal,718-495-7768,718-495-2304,23,23,COMMUNITY SCHOOL DISTRICT 23,"PATE, MIATHERESA",NYCDOE Borough Office - Brooklyn North,,School Support Team 7- Brooklyn North,,,,316.0,73.0,23
23K184 - P.S. 184 Newport,65.0,74.0,63.0,81.0,76.0,84.0,65.0,49.0,72.0,61.0,51.0,72.0,23K184,2020,K184,P.S. 184 Newport,332300010184,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08,SE",1923-07-01T00:00:00.000,Open,K184,273 NEWPORT STREET,NY,1010606.0,179887.0,-73.905004,40.660385,316.0,42.0,91800.0,3036060001.0,BK81,Brownsville,LISA CALDWELL LINDER,Principal,718-495-7776,718-385-4655,23,23,COMMUNITY SCHOOL DISTRICT 23,"PATE, MIATHERESA",NYCDOE Borough Office - Brooklyn North,,School Support Team 7- Brooklyn North,,,,316.0,73.0,23
23K323 - P.S./I.S. 323,63.0,62.0,66.0,76.0,82.0,77.0,61.0,37.0,60.0,55.0,44.0,74.0,23K323,2020,K323,P.S./I.S. 323,332300010323,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",2000-07-01T00:00:00.000,Open,K263,210 CHESTER STREET,NY,1008863.0,181999.0,-73.911279,40.666187,316.0,41.0,92400.0,3035420001.0,BK81,Brownsville,LINDA HARRIS,Principal,718-495-7781,718-346-4614,23,23,COMMUNITY SCHOOL DISTRICT 23,"PATE, MIATHERESA",NYCDOE Borough Office - Brooklyn North,,School Support Team 7- Brooklyn North,,,,316.0,73.0,23
23K363 - Brownsville Collaborative Middle School,82.0,95.0,92.0,91.0,85.0,100.0,92.0,72.0,90.0,77.0,77.0,95.0,23K363,2020,K363,Brownsville Collaborative Middle School,332300010363,DOE,General Academic,Junior High-Intermediate-Middle,"0K,06,07,08,SE","06,07,08",2012-07-01T00:00:00.000,Open,K298,85 WATKINS STREET,NY,1009849.0,183759.0,-73.907718,40.671015,316.0,37.0,90600.0,3035070007.0,BK81,Brownsville,GREGORY JACKSON,Principal,718-495-1202,718-495-1208,23,23,COMMUNITY SCHOOL DISTRICT 23,"PATE, MIATHERESA",NYCDOE Borough Office - Brooklyn North,,School Support Team 7- Brooklyn North,,,,316.0,73.0,23
23K392 - I.S. 392,67.0,75.0,73.0,84.0,89.0,85.0,64.0,43.0,74.0,59.0,50.0,75.0,23K392,2020,K392,I.S. 392,332300010392,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","05,06,07,08",2001-07-01T00:00:00.000,Open,K356,104 SUTTER AVENUE,NY,1007032.0,181766.0,-73.91788,40.665553,316.0,41.0,90000.0,3035350016.0,BK81,Brownsville,Ingrid Joseph,Principal,718-498-2491,718-346-2804,23,23,COMMUNITY SCHOOL DISTRICT 23,"PATE, MIATHERESA",NYCDOE Borough Office - Brooklyn North,,School Support Team 7- Brooklyn North,,,,316.0,73.0,23
23K493 - Brooklyn Collegiate: A College Board School,68.0,77.0,70.0,82.0,84.0,86.0,70.0,56.0,76.0,60.0,68.0,80.0,23K493,2020,K493,Brooklyn Collegiate: A College Board School,332300011493,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2004-09-08T00:00:00.000,Open,K055,2021 BERGEN STREET,NY,1008470.0,185011.0,-73.912685,40.674456,316.0,41.0,36501.0,3014480001.0,BK79,Ocean Hill,Heather Newman,Principal,718-922-1145,718-922-2347,23,23,,,NYCDOE Borough Office - Brooklyn North,,School Support Team 3- Brooklyn North,HS05,HS Network 05 Superintendent Office,"ROSS, JANICE",316.0,73.0,23
23K514 - Frederick Douglass Academy VII High School,70.0,76.0,70.0,87.0,87.0,93.0,68.0,58.0,78.0,61.0,73.0,80.0,23K514,2020,K514,Frederick Douglass Academy VII High School,332300010514,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2004-09-08T00:00:00.000,Open,K175,226 BRISTOL STREET,NY,1008635.0,181773.0,-73.912102,40.665568,316.0,41.0,92400.0,3035410001.0,BK81,Brownsville,Tamika Matheson,I.A. Principal,718-485-3789,718-922-2761,23,23,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 3- Affinity Group,HS07,HS Network 07 Superintendent Office,"CINTRON, RICHARD",316.0,73.0,23
23K518 - Kappa V (Knowledge and Power Preparatory Academy),68.0,66.0,70.0,78.0,75.0,83.0,63.0,44.0,71.0,57.0,50.0,75.0,23K518,2020,K518,Kappa V (Knowledge and Power Preparatory Academy),332300010518,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",2004-09-08T00:00:00.000,Open,K275,985 ROCKAWAY AVENUE,NY,1010148.0,178159.0,-73.906662,40.655644,316.0,42.0,92200.0,3036360007.0,BK81,Brownsville,Ronda Phillips,Principal,718-922-4690,718-922-5053,23,23,COMMUNITY SCHOOL DISTRICT 23,"PATE, MIATHERESA",NYCDOE Borough Office - Brooklyn North,,School Support Team 7- Brooklyn North,,,,316.0,73.0,23
23K522 - Mott Hall IV,81.0,88.0,83.0,88.0,90.0,88.0,82.0,58.0,82.0,69.0,73.0,89.0,23K522,2020,K522,Mott Hall IV,332300010522,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",2004-09-08T00:00:00.000,Open,K271,1137 HERKIMER STREET,NY,1007797.0,186347.0,-73.915106,40.678124,316.0,41.0,30100.0,3015500001.0,BK79,Ocean Hill,Marica Myrie,Principal,718-485-5240,,23,23,COMMUNITY SCHOOL DISTRICT 23,"PATE, MIATHERESA",NYCDOE Borough Office - Brooklyn North,,School Support Team 7- Brooklyn North,,,,316.0,73.0,23
23K643 - Brooklyn Democracy Academy,72.0,90.0,75.0,89.0,83.0,94.0,77.0,80.0,89.0,72.0,84.0,89.0,23K643,2020,K643,Brooklyn Democracy Academy,332300011643,DOE,Transfer School,High school,"09,10,11,12,SE","09,10,11,12",2008-07-01T00:00:00.000,Open,K275,985 ROCKAWAY AVENUE,NY,1010148.0,178159.0,-73.906662,40.655644,316.0,42.0,92200.0,3036360007.0,BK81,Brownsville,Dezann Romain,Principal,718-342-6348,718-342-6708,23,23,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 3- Affinity Group,HS10,HS Network 10 Superintendent Office,"ROTONDO, PAUL",316.0,73.0,23
23K644 - Eagle Academy for Young Men II,77.0,90.0,85.0,91.0,89.0,92.0,82.0,69.0,89.0,76.0,77.0,89.0,23K644,2020,K644,Eagle Academy for Young Men II,332300011644,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",2008-07-01T00:00:00.000,Open,K271,1137 HERKIMER STREET,NY,1007797.0,186347.0,-73.915106,40.678124,316.0,41.0,30100.0,3015500001.0,BK79,Ocean Hill,RASHAD MEADE,Principal,718-495-0863,718-732-2129,23,23,COMMUNITY SCHOOL DISTRICT 23,"PATE, MIATHERESA",NYCDOE Borough Office - Brooklyn North,,School Support Team 7- Brooklyn North,,,,316.0,73.0,23
23K647 - Metropolitan Diploma Plus High School,72.0,84.0,78.0,85.0,83.0,92.0,73.0,72.0,82.0,70.0,75.0,85.0,23K647,2020,K647,Metropolitan Diploma Plus High School,332300011647,DOE,Transfer School,High school,"09,10,11,12,SE","09,10,11,12",2008-07-01T00:00:00.000,Open,K275,985 ROCKAWAY AVENUE,NY,1010148.0,178159.0,-73.906662,40.655644,316.0,42.0,92200.0,3036360007.0,BK81,Brownsville,MERI YALLOWITZ,Principal,718-342-6249,718-342-6329,23,23,,,NYCDOE Borough Office - Brooklyn North,,School Support Team 2- Brooklyn North,HS10,HS Network 10 Superintendent Office,"ROTONDO, PAUL",316.0,73.0,23
